,date,high,low,open,close,volume,quoteVolume,weightedAverage
135,1426305600,275.11000009,275.11000009,275.11000009,275.11000009,0.0,0.0,275.11000009
136,1426320000,275.1100001,275.1,275.1100001,275.1,48.2933615,0.17554311,275.10827116
137,1426334400,275.1,275.1,275.1,275.1,0.0,0.0,275.1
138,1426348800,275.1,275.1,275.1,275.1,0.0,0.0,275.1
139,1426363200,275.10000036,275.10000036,275.10000036,275.10000036,0.01669581,6.069e-05,275.10000036
140,1426377600,275.10800036,275.10000036,275.10000036,275.10800036,0.03832498,0.00013931,275.10574294
141,1426392000,275.10800036,275.10800036,275.10800036,275.10800036,0.0,0.0,275.10800036
142,1426406400,275.11100001,275.1,275.11100001,275.1,27.51083064,0.1,275.10830642
143,1426420800,275.10000001,275.1,275.10000001,275.1,0.31504727,0.00114521,275.1
144,1426435200,282.10800036,279.10800033,279.10800033,282.10800036,1.5899049,0.00568778,279.52995758
145,1426449600,282.10800036,282.10800036,282.10800036,282.10800036,0.0,0.0,282.10800036
146,1426464000,300.9999995,300.9999995,300.9999995,300.9999995,14.96084076,0.04970379,300.9999995
147,1426478400,275.10000023,275.0,275.10000023,275.0,10.60384472,0.03854914,275.07344464
148,1426492800,275.0,275.0,275.0,275.0,0.0,0.0,275.0
149,1426507200,275.0,275.0,275.0,275.0,0.0,0.0,275.0
150,1426521600,275.0,275.0,275.0,275.0,0.0,0.0,275.0
151,1426536000,275.0,275.0,275.0,275.0,0.0,0.0,275.0
152,1426550400,275.0,275.0,275.0,275.0,0.0,0.0,275.0
153,1426564800,275.0,275.0,275.0,275.0,0.0,0.0,275.0
154,1426579200,275.0,275.0,275.0,275.0,0.0,0.0,275.0
155,1426593600,275.00000003,275.00000003,275.00000003,275.00000003,0.00903375,3.285e-05,275.00000003
156,1426608000,275.00000003,275.00000003,275.00000003,275.00000003,0.0,0.0,275.00000003
157,1426622400,275.00000003,275.00000003,275.00000003,275.00000003,0.0,0.0,275.00000003
158,1426636800,275.00000003,275.00000003,275.00000003,275.00000003,0.0,0.0,275.00000003
159,1426651200,275.00000003,275.00000003,275.00000003,275.00000003,0.0,0.0,275.00000003
160,1426665600,280.0,275.00000008,275.00000009,280.0,1.07534009,0.00384255,279.85064604
161,1426680000,282.00000001,280.0,282.00000001,280.0,0.75189158,0.00268293,280.25016679
162,1426694400,275.00000009,275.00000004,275.00000009,275.00000004,19.0281575,0.0691933,275.00000007
163,1426708800,267.01000006,262.09000001,267.01000006,262.09000001,144.0558824,0.54708856,263.31364414
164,1426723200,267.01000006,267.01000006,267.01000006,267.01000006,0.11817061,0.00044257,267.01000006
165,1426737600,257.00000102,257.0,257.00000102,257.00000001,202.78845093,0.78906012,257.00000011
166,1426752000,262.89248194,257.0,262.89248194,257.00000001,76.64666299,0.29823375,257.00197579
167,1426766400,255.55013362,254.79000001,255.55013362,254.79000001,84.4680051,0.33136689,254.90780056
168,1426780800,254.79000001,254.79000001,254.79000001,254.79000001,0.0,0.0,254.79000001
169,1426795200,264.84631516,248.82158047,254.11285785,264.84631516,349.88291478,1.35280253,258.63561534
170,1426809600,264.84631516,264.84631516,264.84631516,264.84631516,0.0,0.0,264.84631516
171,1426824000,255.50064125,254.89895126,254.89895127,255.50064125,33.9964032,0.13309873,255.42244621
172,1426838400,267.97667574,255.46672379,255.4667238,267.97667574,52.81393691,0.19851197,266.04913001
173,1426852800,265.97498471,265.97498471,265.97498471,265.97498471,43.36304278,0.16303429,265.97498471
174,1426867200,254.82343263,254.82343263,254.82343263,254.82343263,2.54823432,0.01,254.82343263
175,1426881600,263.56083094,263.56083094,263.56083094,263.56083094,0.00414581,1.573e-05,263.56083094
176,1426896000,263.56083094,263.56083094,263.56083094,263.56083094,0.00428022,1.624e-05,263.56083094
177,1426910400,262.24467816,254.69135706,256.24002447,262.24467816,10.48331328,0.04088417,256.41497157
178,1426924800,256.13785055,256.1378454,256.1378454,256.13784798,0.07952311,0.00031047,256.13784588
179,1426939200,256.13784798,256.13784798,256.13784798,256.13784798,0.0,0.0,256.13784798
180,1426953600,263.19298262,256.13785055,256.13785055,263.19298262,190.58800702,0.72441863,263.09097961
181,1426968000,263.19298262,263.19298262,263.19298262,263.19298262,0.0,0.0,263.19298262
182,1426982400,263.19298262,263.19298262,263.19298262,263.19298262,0.0,0.0,263.19298262
183,1426996800,265.17833558,265.13784797,265.13784797,265.13784797,2.45241489,0.0092485,265.16893458
184,1427011200,265.13784797,265.13784797,265.13784797,265.13784797,0.0,0.0,265.13784797
185,1427025600,265.13784797,265.13784797,265.13784797,265.13784797,0.0,0.0,265.13784797
186,1427040000,265.56083094,263.77341,263.77341,265.56083094,52.7575087,0.19948405,264.46980952
187,1427054400,267.51684843,264.39754824,265.56083095,267.51684843,9.16852335,0.03447683,265.9328992
188,1427068800,274.29809789,263.5365229,270.32946018,263.5365229,21.58576457,0.07968019,270.90503393
189,1427083200,263.5365229,263.5365229,263.5365229,263.5365229,0.0,0.0,263.5365229
190,1427097600,263.5365229,263.5365229,263.5365229,263.5365229,0.0,0.0,263.5365229
191,1427112000,263.91683081,263.91683081,263.91683081,263.91683081,0.02178105,8.253e-05,263.91683081
192,1427126400,272.95923679,260.67351138,263.91683081,260.67351138,40.24284435,0.15081066,266.84350005
193,1427140800,260.67351138,260.67351138,260.67351138,260.67351138,0.0,0.0,260.67351138
194,1427155200,263.01895538,263.01895538,263.01895538,263.01895538,6.10989351,0.02322986,263.01895538
195,1427169600,271.59604827,260.73744563,263.01899763,271.59604827,282.01130003,1.06820321,264.00529168
196,1427184000,271.59604827,271.59604827,271.59604827,271.59604827,0.0,0.0,271.59604827
197,1427198400,247.5631,242.5255,247.5631,242.5255,200.4660827,0.80976326,247.56134614
198,1427212800,244.93638342,244.93638342,244.93638342,244.93638342,1.35046164,0.00551352,244.93638342
199,1427227200,242.52550736,242.52550736,242.52550736,242.52550736,0.2425255,0.001,242.52550736
200,1427241600,273.0,272.99999999,272.99999999,273.0,42.05363525,0.15404262,272.99999999
201,1427256000,272.5,272.5,272.5,272.5,0.01528725,5.61e-05,272.5
202,1427270400,272.5,272.5,272.5,272.5,0.0,0.0,272.5
203,1427284800,254.46252276,250.76278684,254.46252276,253.30730605,48.79089711,0.19415895,251.29357732
204,1427299200,247.47551488,247.47551488,247.47551488,247.47551488,0.00255394,1.032e-05,247.47551488
205,1427313600,247.47551488,247.47551488,247.47551488,247.47551488,0.0,0.0,247.47551488
206,1427328000,251.36855193,242.5255,251.36855193,242.5255,2.29937799,0.00947992,242.5524678
207,1427342400,242.5255,242.5255,242.5255,242.5255,0.0,0.0,242.5255
208,1427356800,242.5255,242.5255,242.5255,242.5255,0.0,0.0,242.5255
209,1427371200,242.5255,242.5255,242.5255,242.5255,0.0,0.0,242.5255
210,1427385600,242.5255,242.5255,242.5255,242.5255,0.0,0.0,242.5255
211,1427400000,242.5255,242.5255,242.5255,242.5255,0.0,0.0,242.5255
212,1427414400,253.22011045,253.22011045,253.22011045,253.22011045,0.64544793,0.00254896,253.22011045
213,1427428800,253.22011045,253.22011045,253.22011045,253.22011045,0.0,0.0,253.22011045
214,1427443200,253.22011045,253.22011045,253.22011045,253.22011045,0.0,0.0,253.22011045
215,1427457600,253.22011045,253.22011045,253.22011045,253.22011045,0.0,0.0,253.22011045
216,1427472000,242.91750001,242.91750001,242.91750001,242.91750001,0.01783014,7.34e-05,242.91750001
217,1427486400,253.3527,253.3527,253.3527,253.3527,0.00025841,1.02e-06,253.3527
218,1427500800,253.3527,253.3527,253.3527,253.3527,0.0,0.0,253.3527
219,1427515200,243.68190247,243.6819,243.68190247,243.6819,0.36496725,0.00149772,243.68190067
220,1427529600,243.6819,243.6819,243.6819,243.6819,0.0,0.0,243.6819
221,1427544000,249.22154266,249.22154266,249.22154266,249.22154266,0.02206607,8.854e-05,249.22154266
222,1427558400,249.22154266,249.22154266,249.22154266,249.22154266,0.0,0.0,249.22154266
223,1427572800,258.88067929,247.96933001,249.22154265,248.72849578,6.67449601,0.02600545,256.65758577
224,1427587200,252.0705,252.0705,252.0705,252.0705,8.47788964,0.03363301,252.0705
225,1427601600,252.0705,252.0705,252.0705,252.0705,0.0,0.0,252.0705
226,1427616000,247.96933002,247.96933001,247.96933002,247.96933001,0.04865902,0.00019623,247.96933001
227,1427630400,247.96933001,247.96933001,247.96933001,247.96933001,0.0,0.0,247.96933001
228,1427644800,247.96933001,247.96933001,247.96933001,247.96933001,0.0,0.0,247.96933001
229,1427659200,247.96933001,247.96933001,247.96933001,247.96933001,0.0,0.0,247.96933001
230,1427673600,247.96933001,247.96933001,247.96933001,247.96933001,0.0,0.0,247.96933001
231,1427688000,247.96933001,247.96933001,247.96933001,247.96933001,0.0,0.0,247.96933001
232,1427702400,247.96933001,247.96933001,247.96933001,247.96933001,0.0,0.0,247.96933001
233,1427716800,252.41871251,242.52550001,242.52550001,252.41871251,0.0688081,0.00027996,245.77835831
234,1427731200,252.41871251,252.41871251,252.41871251,252.41871251,0.0,0.0,252.41871251
235,1427745600,254.35279355,244.19600333,244.34340001,254.35279355,29.58581058,0.12093752,244.637153
236,1427760000,253.5414,243.73372795,253.5414,243.73372795,3.74080013,0.01478212,253.06249296
237,1427774400,253.7301,243.5692,253.7301,243.5692,0.59818767,0.00239619,249.64117089
238,1427788800,252.11188864,243.52675235,243.52675235,252.11188864,1.13675347,0.00451174,251.95456151
239,1427803200,242.5255,242.5255,242.5255,242.5255,1.79013649,0.00738123,242.5255
240,1427817600,242.5255,242.5255,242.5255,242.5255,20.89866486,0.086171,242.5255
241,1427832000,249.33852966,249.2217,249.2217,249.33852966,0.31653995,0.0012696,249.3225852
242,1427846400,249.33852966,249.33852966,249.33852966,249.33852966,0.0,0.0,249.33852966
243,1427860800,250.0,239.87000019,239.87000019,249.0,14.48312746,0.05824355,248.66491599
244,1427875200,249.0,249.0,249.0,249.0,0.0,0.0,249.0
245,1427889600,249.0,249.0,249.0,249.0,0.0,0.0,249.0
246,1427904000,249.0,249.0,249.0,249.0,0.0,0.0,249.0
247,1427918400,249.0,249.0,249.0,249.0,0.0,0.0,249.0
248,1427932800,249.0,249.0,249.0,249.0,0.0,0.0,249.0
249,1427947200,249.0,249.0,249.0,249.0,0.0,0.0,249.0
250,1427961600,245.47586455,245.47586455,245.47586455,245.47586455,11.77336122,0.04796138,245.47586455
251,1427976000,245.47586455,245.47586455,245.47586455,245.47586455,0.0,0.0,245.47586455
252,1427990400,253.07264203,251.61405978,251.61405978,253.07264203,50.10958784,0.19875937,252.11182671
253,1428004800,255.0,229.00000001,229.00000001,255.0,0.23933033,0.00103983,230.1629401
254,1428019200,255.0,255.0,255.0,255.0,0.0,0.0,255.0
255,1428033600,255.0,255.0,255.0,255.0,0.0,0.0,255.0
256,1428048000,255.0,255.0,255.0,255.0,0.0,0.0,255.0
257,1428062400,253.5,253.5,253.5,253.5,12.675,0.05,253.5
258,1428076800,253.5,253.5,253.5,253.5,0.0,0.0,253.5
259,1428091200,255.0,254.99999999,254.99999999,255.0,14.69645069,0.05763314,254.99999999
260,1428105600,255.0,255.0,255.0,255.0,0.0,0.0,255.0
261,1428120000,252.58700541,248.9973997,252.58700541,248.9973997,95.20030993,0.3786023,251.4520116
262,1428134400,254.42717667,254.42717667,254.42717667,254.42717667,89.04951183,0.35,254.42717667
263,1428148800,254.42717667,254.42717667,254.42717667,254.42717667,0.0,0.0,254.42717667
264,1428163200,254.42717667,254.42717667,254.42717667,254.42717667,0.0,0.0,254.42717667
265,1428177600,254.42717667,254.42717667,254.42717667,254.42717667,0.0,0.0,254.42717667
266,1428192000,252.07634469,252.07634469,252.07634469,252.07634469,0.02092233,8.3e-05,252.07634469
267,1428206400,252.07634469,252.07634469,252.07634469,252.07634469,0.0,0.0,252.07634469
268,1428220800,252.07634469,252.07634469,252.07634469,252.07634469,0.0,0.0,252.07634469
269,1428235200,262.66977114,252.11484022,252.11484022,252.36911,67.68254252,0.26279909,257.54481314
270,1428249600,257.515,254.69622183,257.08,254.69622183,57.67841364,0.22453063,256.88438874
271,1428264000,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
272,1428278400,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
273,1428292800,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
274,1428307200,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
275,1428321600,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
276,1428336000,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
277,1428350400,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
278,1428364800,254.69622183,254.69622183,254.69622183,254.69622183,0.0,0.0,254.69622183
279,1428379200,253.88325,253.88325,253.88325,253.88325,25.388325,0.1,253.88325
280,1428393600,253.88325,253.88325,253.88325,253.88325,0.0,0.0,253.88325
281,1428408000,253.88325,253.88325,253.88325,253.88325,0.0,0.0,253.88325
282,1428422400,257.80755,252.10286502,253.23705,253.116,341.52246697,1.33863701,255.12701682
283,1428436800,253.116,253.116,253.116,253.116,0.0,0.0,253.116
284,1428451200,268.0,251.4816875,251.4816875,251.5606875,367.05220758,1.42186556,258.14832141
285,1428465600,256.4895,251.2150625,251.2150625,256.4895,14.8341955,0.058,255.76199137
286,1428480000,246.80581968,246.80581968,246.80581968,246.80581968,2.46805819,0.01,246.80581968
287,1428494400,246.80581968,246.80581968,246.80581968,246.80581968,0.0,0.0,246.80581968
288,1428508800,246.80581968,246.80581968,246.80581968,246.80581968,0.0,0.0,246.80581968
289,1428523200,248.28703147,245.691,245.691,248.28703147,12.31051031,0.05,246.21020629
290,1428537600,245.55949496,240.88000002,245.55949496,240.88000002,22.06972326,0.09096324,242.62244028
291,1428552000,245.0,240.88000001,240.88000002,243.555,791.78481264,3.24196721,244.22974119
292,1428566400,244.99999999,243.555,243.555,244.99999999,77.95401434,0.31823863,244.95459381
293,1428580800,243.91825664,243.91825664,243.91825664,243.91825664,0.07620006,0.0003124,243.91825664
294,1428595200,269.0,244.64874833,249.45020325,269.0,18.8328167,0.07523733,250.31213505
295,1428609600,269.0,269.0,269.0,269.0,0.0,0.0,269.0
296,1428624000,269.0,269.0,269.0,269.0,0.0,0.0,269.0
297,1428638400,269.0,269.0,269.0,269.0,0.0,0.0,269.0
298,1428652800,269.0,269.0,269.0,269.0,0.0,0.0,269.0
299,1428667200,243.6070072,99.00000007,243.55500001,230.00000001,160.06649972,0.69345833,230.82353012
300,1428681600,249.89999998,230.00000001,230.00000001,236.38,119.60904377,0.50922641,234.88381871
301,1428696000,236.21499998,230.10000001,235.0,236.195,167.34840699,0.7132332,234.63350695
302,1428710400,244.06,230.10000001,233.1575,244.06,955.17693549,4.01862407,237.68755645
303,1428724800,249.89999997,235.745,244.06,243.09251071,573.17369662,2.36277607,242.58485766
304,1428739200,243.09252778,236.28502857,243.09251071,243.09252778,219.2503391,0.90513954,242.22821942
305,1428753600,243.09253373,236.28505951,243.09252778,238.305,85.10137503,0.35429791,240.19722563
306,1428768000,238.63,236.28506664,238.32,236.28506664,7.73721222,0.0325273,237.86825922
307,1428782400,236.28506901,234.0,236.28506901,234.8725,1032.41592086,4.38458412,235.46495918
308,1428796800,234.8725,234.0,234.8725,234.8725,1191.67604885,5.07380581,234.86828102
309,1428811200,234.8725,234.0,234.8725,234.8725,472.31748092,2.01096124,234.87149902
310,1428825600,235.735,230.10000001,234.8725,232.05,181.58048286,0.77964038,232.90287102
311,1428840000,232.05,230.10000001,232.05,232.05,69.69717426,0.30037716,232.03220333
312,1428854400,232.05,230.10000001,232.05,232.05,26.71192075,0.11511791,232.0396605
313,1428868800,232.05,230.10000001,232.05,232.05,10.88527414,0.04693259,231.93423048
314,1428883200,235.745,230.10000001,232.05,235.745,50.1730215,0.21455607,233.8457332
315,1428897600,241.60500001,235.745,235.745,241.60500001,0.08511328,0.00035632,238.8675422
316,1428912000,241.60500001,241.60500001,241.60500001,241.60500001,0.0,0.0,241.60500001
317,1428926400,245.99999999,234.00003116,245.99999999,234.00003116,35.05481402,0.14488667,241.94644009
318,1428940800,245.99999987,245.99999987,245.99999987,245.99999987,6.62048975,0.02691256,245.99999987
319,1428955200,245.99999987,245.99999987,245.99999987,245.99999987,0.0,0.0,245.99999987
